name,country,subcountry,geonameid
Bixby,United States,Oklahoma,4530801
Broken Arrow,United States,Oklahoma,4531405
Chickasha,United States,Oklahoma,4533029
Claremore,United States,Oklahoma,4533580
Del City,United States,Oklahoma,4534934
Duncan,United States,Oklahoma,4535389
Durant,United States,Oklahoma,4535414
Edmond,United States,Oklahoma,4535740
El Reno,United States,Oklahoma,4535783
Enid,United States,Oklahoma,4535961
Jenks,United States,Oklahoma,4539615
Lawton,United States,Oklahoma,4540737
McAlester,United States,Oklahoma,4542367
Midwest City,United States,Oklahoma,4542765
Moore,United States,Oklahoma,4542975
Muskogee,United States,Oklahoma,4543338
Mustang,United States,Oklahoma,4543352
Norman,United States,Oklahoma,4543762
Oklahoma City,United States,Oklahoma,4544349
Owasso,United States,Oklahoma,4547407
Ponca City,United States,Oklahoma,4548267
Sand Springs,United States,Oklahoma,4550659
Sapulpa,United States,Oklahoma,4550881
Shawnee,United States,Oklahoma,4551177
Stillwater,United States,Oklahoma,4552215
Tahlequah,United States,Oklahoma,4552707
Tulsa,United States,Oklahoma,4553433
Yukon,United States,Oklahoma,4556165
Chambersburg,United States,Pennsylvania,4557109
Chester,United States,Pennsylvania,4557137
Drexel Hill,United States,Pennsylvania,4557606
Hanover,United States,Pennsylvania,4558475
Philadelphia,United States,Pennsylvania,4560349
Springfield,United States,Pennsylvania,4561407
West Chester,United States,Pennsylvania,4562144
York,United States,Pennsylvania,4562407
Aiken,United States,South Carolina,4569067
Anderson,United States,South Carolina,4569298
Charleston,United States,South Carolina,4574324
Columbia,United States,South Carolina,4575352
Conway,United States,South Carolina,4575461
Easley,United States,South Carolina,4577263
Florence,United States,South Carolina,4578737
Goose Creek,United States,South Carolina,4580098
Greenville,United States,South Carolina,4580543
Greenwood,United States,South Carolina,4580569
Greer,United States,South Carolina,4580599
Hanahan,United States,South Carolina,4581023
Hilton Head Island,United States,South Carolina,4581833
Lexington,United States,South Carolina,4585000
Mauldin,United States,South Carolina,4586523
Mount Pleasant,United States,South Carolina,4588165
Myrtle Beach,United States,South Carolina,4588718
North Augusta,United States,South Carolina,4589368
North Charleston,United States,South Carolina,4589387
Rock Hill,United States,South Carolina,4593142
Saint Andrews,United States,South Carolina,4593724
Seven Oaks,United States,South Carolina,4595374
Simpsonville,United States,South Carolina,4595864
Socastee,United States,South Carolina,4596208
Spartanburg,United States,South Carolina,4597200
Summerville,United States,South Carolina,4597919
Sumter,United States,South Carolina,4597948
Taylors,United States,South Carolina,4598353
Wade Hampton,United States,South Carolina,4599937
Bartlett,United States,Tennessee,4604183
Brentwood,United States,Tennessee,4608408
Brentwood Estates,United States,Tennessee,4608418
Bristol,United States,Tennessee,4608657
Chattanooga,United States,Tennessee,4612862
Clarksville,United States,Tennessee,4613868
Cleveland,United States,Tennessee,4614088
Collierville,United States,Tennessee,4614748
Columbia,United States,Tennessee,4614867
Cookeville,United States,Tennessee,4615145
Dyersburg,United States,Tennessee,4619800
East Brainerd,United States,Tennessee,4619943
East Chattanooga,United States,Tennessee,4619947
East Ridge,United States,Tennessee,4620131
Farragut,United States,Tennessee,4621846
Franklin,United States,Tennessee,4623560
Gallatin,United States,Tennessee,4624180
Germantown,United States,Tennessee,4624601
Goodlettsville,United States,Tennessee,4625282
Greeneville,United States,Tennessee,4626334
Hendersonville,United States,Tennessee,4628735
Jackson,United States,Tennessee,4632595
Johnson City,United States,Tennessee,4633419
Kingsport,United States,Tennessee,4634662
Knoxville,United States,Tennessee,4634946
La Vergne,United States,Tennessee,4635031
Lebanon,United States,Tennessee,4636045
Maryville,United States,Tennessee,4639848
Memphis,United States,Tennessee,4641239
Morristown,United States,Tennessee,4642938
Mount Juliet,United States,Tennessee,4643336
Murfreesboro,United States,Tennessee,4644312
Nashville,United States,Tennessee,4644585
New South Memphis,United States,Tennessee,4645421
Oak Ridge,United States,Tennessee,4646571
Shelbyville,United States,Tennessee,4657077
Smyrna,United States,Tennessee,4658590
Spring Hill,United States,Tennessee,4659446
Springfield,United States,Tennessee,4659557
Tullahoma,United States,Tennessee,4663494
Abilene,United States,Texas,4669635
Alamo,United States,Texas,4670074
Aldine,United States,Texas,4670146
Alice,United States,Texas,4670234
Allen,United States,Texas,4670300
Alvin,United States,Texas,4670592
Angleton,United States,Texas,4670866
Arlington,United States,Texas,4671240
Atascocita,United States,Texas,4671524
Austin,United States,Texas,4671654
Balch Springs,United States,Texas,4672059
Baytown,United States,Texas,4672731
Beaumont,United States,Texas,4672989
Bedford,United States,Texas,4673094
Bellaire,United States,Texas,4673353
Belton,United States,Texas,4673425
Benbrook,United States,Texas,4673482
Brenham,United States,Texas,4676206
Brownsville,United States,Texas,4676740
Brownwood,United States,Texas,4676798
Brushy Creek,United States,Texas,4676920
Bryan,United States,Texas,4677008
Burleson,United States,Texas,4677551
Canyon Lake,United States,Texas,4678901
Carrollton,United States,Texas,4679195
Cedar Hill,United States,Texas,4679803
Cedar Park,United States,Texas,4679867
Channelview,United States,Texas,4680388
Cibolo,United States,Texas,4681462
Cinco Ranch,United States,Texas,4681485
Cleburne,United States,Texas,4681976
Cloverleaf,United States,Texas,4682127
College Station,United States,Texas,4682464
Colleyville,United States,Texas,4682478
Conroe,United States,Texas,4682991
Converse,United States,Texas,4683021
Coppell,United States,Texas,4683217
Copperas Cove,United States,Texas,4683244
Corinth,United States,Texas,4683317
Corpus Christi,United States,Texas,4683416
Corsicana,United States,Texas,4683462
Cypress,United States,Texas,4684724
Dallas,United States,Texas,4684888
DeSoto,United States,Texas,4685524
Deer Park,United States,Texas,4685737
Denison,United States,Texas,4685892
Denton,United States,Texas,4685907
Dickinson,United States,Texas,4686163
Donna,United States,Texas,4686593
Duncanville,United States,Texas,4687331
Edinburg,United States,Texas,4688275
Ennis,United States,Texas,4689311
Euless,United States,Texas,4689550
Farmers Branch,United States,Texas,4690198
Flower Mound,United States,Texas,4691585
Fort Worth,United States,Texas,4691930
Fresno,United States,Texas,4692400
Friendswood,United States,Texas,4692521
Frisco,United States,Texas,4692559
Gainesville,United States,Texas,4692746
Galveston,United States,Texas,4692883
Garland,United States,Texas,4693003
Gatesville,United States,Texas,4693150
Georgetown,United States,Texas,4693342
Grand Prairie,United States,Texas,4694482
Grapevine,United States,Texas,4694568
Greenville,United States,Texas,4695066
Groves,United States,Texas,4695317
Haltom City,United States,Texas,4695912
Harker Heights,United States,Texas,4696202
Harlingen,United States,Texas,4696233
Highland Village,United States,Texas,4697645
Houston,United States,Texas,4699066
Humble,United States,Texas,4699442
Huntsville,United States,Texas,4699540
Hurst,United States,Texas,4699575
Irving,United States,Connecticut,4700168
West Hartford,United States,Connecticut,4845411
West Haven,United States,Connecticut,4845419
West Torrington,United States,Connecticut,4845519
Westport,United States,Connecticut,4845585
Wethersfield,United States,Connecticut,4845612
Willimantic,United States,Connecticut,4845823
Wilton,United States,Connecticut,4845871
Windham,United States,Connecticut,4845898
Windsor,United States,Connecticut,4845920
Wolcott,United States,Connecticut,4845984
Ames,United States,Iowa,4846834
Ankeny,United States,Iowa,4846960
Bettendorf,United States,Iowa,4848489
Burlington,United States,Iowa,4849826
Cedar Falls,United States,Iowa,4850699
Cedar Rapids,United States,Iowa,4850751
Clinton,United States,Iowa,4852022
Clive,United States,Iowa,4852065
Coralville,United States,Iowa,4852640
Council Bluffs,United States,Iowa,4852832
Davenport,United States,Iowa,4853423
Des Moines,United States,Iowa,4853828
Dubuque,United States,Iowa,4854529
Fort Dodge,United States,Iowa,4857486
Iowa City,United States,Iowa,4862034
Johnston,United States,Iowa,4862760
Marion,United States,Iowa,4866263
Marshalltown,United States,Iowa,4866371
Mason City,United States,Iowa,4866445
Muscatine,United States,Iowa,4868404
Newton,United States,Iowa,4868907
Ottumwa,United States,Iowa,4870380
Sioux City,United States,Iowa,4876523
Urbandale,United States,Iowa,4879890
Waterloo,United States,Iowa,4880889
West Des Moines,United States,Iowa,4881346
Addison,United States,Illinois,4882920
Algonquin,United States,Illinois,4883078
Alsip,United States,Illinois,4883207
Arlington Heights,United States,Illinois,4883555
Aurora,United States,Illinois,4883817
Bartlett,United States,Illinois,4884141
Batavia,United States,Illinois,4884192
Bellwood,United States,Illinois,4884434
Belvidere,United States,Illinois,4884453
Bensenville,United States,Illinois,4884509
Berwyn,United States,Illinois,4884597
Bloomingdale,United States,Illinois,4885156
Bloomington,United States,Illinois,4885164
Blue Island,United States,Illinois,4885186
Bolingbrook,United States,Illinois,4885265
Bourbonnais,United States,Illinois,4885342
Bradley,United States,Illinois,4885418
Bridgeview,United States,Illinois,4885573
Brookfield,United States,Illinois,4885689
Buffalo Grove,United States,Illinois,4885955
Burbank,United States,Illinois,4885983
Calumet City,United States,Illinois,4886255
Carol Stream,United States,Illinois,4886662
Carpentersville,United States,Illinois,4886676
Cary,United States,Illinois,4886738
Champaign,United States,Illinois,4887158
Chicago,United States,Illinois,4887398
Chicago Heights,United States,Illinois,4887442
Cicero,United States,Illinois,4888015
Country Club Hills,United States,Illinois,4888892
Crest Hill,United States,Illinois,4889107
Crystal Lake,United States,Illinois,4889229
Danville,United States,Illinois,4889426
Darien,United States,Illinois,4889447
DeKalb,United States,Illinois,4889553
Deerfield,United States,Illinois,4889668
Des Plaines,United States,Illinois,4889772
Dixon,United States,Illinois,4889959
Dolton,United States,Illinois,4890009
Downers Grove,United States,Illinois,4890119
East Moline,United States,Illinois,4890536
East Peoria,United States,Illinois,4890549
Elgin,United States,Illinois,4890864
Elk Grove Village,United States,Illinois,4890925
Elmhurst,United States,Illinois,4891010
Elmwood Park,United States,Illinois,4891051
Evanston,United States,Illinois,4891382
Evergreen Park,United States,Illinois,4891431
Frankfort,United States,Illinois,4893037
Franklin Park,United States,Illinois,4893070
Freeport,United States,Illinois,4893171
Galesburg,United States,Illinois,4893392
Geneva,United States,Illinois,4893591
Glen Ellyn,United States,Illinois,4893811
Glenview,United States,Illinois,4893886
Goodings Grove,United States,Illinois,4894061
Grayslake,United States,Illinois,4894465
Gurnee,United States,Illinois,4894861
Hanover Park,United States,Illinois,4895066
Harvey,United States,Illinois,4895298
Highland Park,United States,Illinois,4895876
Hinsdale,United States,Illinois,4896012
Hoffman Estates,United States,Illinois,4896075
Homer Glen,United States,Illinois,4896336
Homewood,United States,Illinois,4896353
Huntley,United States,Illinois,4896691
Joliet,United States,Illinois,4898015
Kankakee,United States,Illinois,4898182
La Grange,United States,Illinois,4898846
Lake Forest,United States,Illinois,4899012
Lake Zurich,United States,Illinois,4899170
Lake in the Hills,United States,Illinois,4899184
Lansing,United States,Illinois,4899340
Lemont,United States,Illinois,4899581
Libertyville,United States,Illinois,4899739
Lisle,United States,Illinois,4900080
Lockport,United States,Illinois,4900292
Lombard,United States,Illinois,4900373
Loves Park,United States,Illinois,4900579
Machesney Park,United States,Illinois,4900801
Macomb,United States,Illinois,4900817
Matteson,United States,Illinois,4901445
Maywood,United States,Illinois,4901514
McHenry,United States,Illinois,4901663
Melrose Park,United States,Illinois,4901868
Mokena,United States,Illinois,4902475
Moline,United States,Illinois,4902476
Montgomery,United States,Illinois,4902559
Morton,United States,Illinois,4902754
Morton Grove,United States,Illinois,4902763
Mount Prospect,United States,Illinois,4903024
Mundelein,United States,Illinois,4903184
Naperville,United States,Illinois,4903279
New Lenox,United States,Illinois,4903535
Niles,United States,Illinois,4903730
Normal,United States,Illinois,4903780
North Aurora,United States,Illinois,4903818
North Chicago,United States,Illinois,4903862
North Peoria,United States,Illinois,4903976
Northbrook,United States,Illinois,4904056
Oak Forest,United States,Illinois,4904286
Oak Lawn,United States,Illinois,4904365
Oak Park,United States,Illinois,4904381
Orland Park,United States,Illinois,4904937
Oswego,United States,Illinois,4904996
Ottawa,United States,Illinois,4905006
Palatine,United States,Illinois,4905211
Palos Hills,United States,Illinois,4905263
Park Forest,United States,Illinois,4905337
Park Ridge,United States,Illinois,4905367
Pekin,United States,Illinois,4905599
Peoria,United States,Illinois,4905687
Plainfield,United States,Illinois,4906125
Prospect Heights,United States,Illinois,4906882
Rock Island,United States,Illinois,4907907
Rockford,United States,Illinois,4907959
Rolling Meadows,United States,Illinois,4908052
Romeoville,United States,Illinois,4908068
Roselle,United States,Illinois,4908173
Round Lake,United States,Illinois,4908236
Round Lake Beach,United States,Illinois,4908237
Saint Charles,United States,Illinois,4908737
Schaumburg,United States,Illinois,4910713
Shorewood,United States,Illinois,4911418
Skokie,United States,Illinois,4911600
South Elgin,United States,Illinois,4911893
South Holland,United States,Illinois,4911934
Sterling,United States,Illinois,4912499
Streamwood,United States,Illinois,4912691
Sycamore,United States,Illinois,4913110
Tinley Park,United States,Illinois,4913723
Urbana,United States,Illinois,4914570
Vernon Hills,United States,Illinois,4914738
Villa Park,United States,Illinois,4914830
Wasco,United States,Illinois,4915539
Washington,United States,Illinois,4915545
Waukegan,United States,Illinois,4915734
West Chicago,United States,Illinois,4915963
Westchester,United States,Illinois,4916140
Westmont,United States,Illinois,4916207
Wheaton,United States,Illinois,4916288
Wheeling,United States,Illinois,4916311
Wilmette,United States,Illinois,4916732
Woodridge,United States,Illinois,4917089
Woodstock,United States,Illinois,4917123
Yorkville,United States,Illinois,4917298
Zion,United States,Illinois,4917358
Anderson,United States,Indiana,4917592
Crawfordsville,United States,Indiana,4919381
Crown Point,United States,Indiana,4919451
Dyer,United States,Indiana,4919820
East Chicago,United States,Indiana,4919857
Elkhart,United States,Indiana,4919987
Fort Wayne,United States,Indiana,4920423
Frankfort,United States,Indiana,4920473
Gary,United States,Indiana,4920607
Goshen,United States,Indiana,4920808
Granger,United States,Indiana,4920869
Griffith,United States,Indiana,4920986
Hammond,United States,Indiana,4921100
Highland,United States,Indiana,4921402
Hobart,United States,Indiana,4921476
Huntington,United States,Indiana,4921725
Kokomo,United States,Indiana,4922388
LaPorte,United States,Indiana,4922459
Lafayette,United States,Indiana,4922462
Lebanon,United States,Indiana,4922673
Logansport,United States,Indiana,4922968
Marion,United States,Indiana,4923210
Merrillville,United States,Indiana,4923482
Michigan City,United States,Indiana,4923531
Mishawaka,United States,Indiana,4923670
Muncie,United States,Indiana,4924006
Munster,United States,Indiana,4924014
Noblesville,United States,Indiana,4924198
Portage,United States,Indiana,4925006
Schererville,United States,Indiana,4926170
South Bend,United States,Indiana,4926563
Valparaiso,United States,Indiana,4927537
West Lafayette,United States,Indiana,4928096
Westfield,United States,Indiana,4928118
Abington,United States,Massachusetts,4928662
Acton,United States,Massachusetts,4928703
Agawam,United States,Massachusetts,4928788
Amesbury,United States,Massachusetts,4929004
Amherst Center,United States,Massachusetts,4929023
Arlington,United States,Massachusetts,4929180
Ashland,United States,Massachusetts,4929283
Attleboro,United States,Massachusetts,4929399
Auburn,United States,Massachusetts,4929417
Barnstable,United States,Massachusetts,4929771
Belmont,United States,Massachusetts,4930282
Beverly,United States,Massachusetts,4930505
Beverly Cove,United States,Massachusetts,4930511
Billerica,United States,Massachusetts,4930577
Boston,United States,Massachusetts,4930956
Braintree,United States,Massachusetts,4931181
Brockton,United States,Massachusetts,4931429
Brookline,United States,Massachusetts,4931482
Burlington,United States,Massachusetts,4931737
Cambridge,United States,Massachusetts,4931972
Canton,United States,Massachusetts,4932214
Chelmsford,United States,Massachusetts,4932869
Chelsea,United States,Massachusetts,4932879
Chicopee,United States,Massachusetts,4933002
Concord,United States,Massachusetts,4933743
Danvers,United States,Massachusetts,4934500
Dedham,United States,Massachusetts,4934664
Dracut,United States,Massachusetts,4935038
East Longmeadow,United States,Massachusetts,4935434
Easthampton,United States,Massachusetts,4935582
Easton,United States,Massachusetts,4935623
Everett,United States,Massachusetts,4936008
Fairhaven,United States,Massachusetts,4936087
Fall River,United States,Massachusetts,4936159
Fitchburg,United States,Massachusetts,4936812
Framingham,United States,Massachusetts,4937230
Framingham Center,United States,Massachusetts,4937232
Franklin,United States,Massachusetts,4937276
Gardner,United States,Massachusetts,4937557
Gloucester,United States,Massachusetts,4937829
Grafton,United States,Massachusetts,4938048
Greenfield,United States,Massachusetts,4938378
Hanover,United States,Massachusetts,4938836
Haverhill,United States,Massachusetts,4939085
Holden,United States,Massachusetts,4939647
Holyoke,United States,Massachusetts,4939783
Jamaica Plain,United States,Massachusetts,4940764
Lawrence,United States,Massachusetts,4941720
Leominster,United States,Massachusetts,4941873
Lexington,United States,Massachusetts,4941935
Longmeadow,United States,Massachusetts,4942508
Lowell,United States,Massachusetts,4942618
Ludlow,United States,Massachusetts,4942744
Lynn,United States,Massachusetts,4942807
Malden,United States,Massachusetts,4942939
Mansfield,United States,Massachusetts,4943021
Marblehead,United States,Massachusetts,4943097
Marlborough,United States,Massachusetts,4943170
Medford,United States,Massachusetts,4943629
Melrose,United States,Massachusetts,4943677
Methuen,United States,Massachusetts,4943828
Milford,United States,Massachusetts,4943958
Milton,United States,Massachusetts,4944193
Natick,United States,Massachusetts,4944994
Needham,United States,Massachusetts,4945055
New Bedford,United States,Massachusetts,4945121
Newburyport,United States,Massachusetts,4945256
Newton,United States,Massachusetts,4945283
North Chicopee,United States,Massachusetts,4945588
Northampton,United States,Massachusetts,4945819
Norton,United States,Massachusetts,4945911
Norwood,United States,Massachusetts,4945952
Palmer,United States,Massachusetts,4946620
Peabody,United States,Massachusetts,4946863
Pittsfield,United States,Massachusetts,4947459
Quincy,United States,Massachusetts,4948247
Randolph,United States,Massachusetts,4948403
Reading,United States,Massachusetts,4948462
Rockland,United States,Massachusetts,4948924
Salem,United States,Massachusetts,4950065
Saugus,United States,Massachusetts,4950267
Shrewsbury,United States,Massachusetts,4950898
Somerset,United States,Massachusetts,4951248
Somerville,United States,Massachusetts,4951257
South Boston,United States,Massachusetts,4951305
South Hadley,United States,Massachusetts,4951397
South Peabody,United States,Massachusetts,4951473
Southbridge,United States,Massachusetts,4951594
Springfield,United States,Massachusetts,4951788
Stoneham,United States,Massachusetts,4952121
Stoughton,United States,Massachusetts,4952206
Sudbury,United States,Massachusetts,4952320
Swansea,United States,Massachusetts,4952487
Taunton,United States,Massachusetts,4952629
Tewksbury,United States,Massachusetts,4952762
Wakefield,United States,Massachusetts,4954265
Waltham,United States,Massachusetts,4954380
Watertown,United States,Massachusetts,4954611
Wellesley,United States,Massachusetts,4954738
West Springfield,United States,Massachusetts,4955089
Westfield,United States,Massachusetts,4955190
Westford,United States,Massachusetts,4955219
Weymouth,United States,Massachusetts,4955336
Wilmington,United States,Massachusetts,4955840
Winchester,United States,Massachusetts,4955884
Winthrop,United States,Massachusetts,4955993
Woburn,United States,Massachusetts,4956032
Worcester,United States,Massachusetts,4956184
Yarmouth,United States,Massachusetts,4956335
Auburn,United States,Maine,4956976
Augusta,United States,Maine,4957003
Bangor,United States,Maine,4957280
Biddeford,United States,Maine,4958141
Brunswick,United States,Maine,4959473
Lewiston,United States,Maine,4969398
Portland,United States,Maine,4975802
Saco,United States,Maine,4977222
South Portland,United States,Maine,4979244
South Portland Gardens,United States,Maine,4979245
Waterville,United States,Maine,4982236
West Scarborough,United States,Maine,4982720
Westbrook,United States,Maine,4982753
Adrian,United States,Michigan,4983811
Allen Park,United States,Michigan,4984016
Allendale,United States,Michigan,4984029
Ann Arbor,United States,Michigan,4984247
Auburn Hills,United States,Michigan,4984565
Battle Creek,United States,Michigan,4985153
Bay City,United States,Michigan,4985180
Birmingham,United States,Michigan,4986172
Burton,United States,Michigan,4987482
Canton,United States,Michigan,4987990
Clinton,United States,Michigan,4989133
Dearborn,United States,Michigan,4990510
Dearborn Heights,United States,Michigan,4990512
Detroit,United States,Michigan,4990729
East Lansing,United States,Michigan,4991640
Eastpointe,United States,Michigan,4991735
Farmington Hills,United States,Michigan,4992523
Ferndale,United States,Michigan,4992635
Flint,United States,Michigan,4992982
Forest Hills,United States,Michigan,4993125
Garden City,United States,Michigan,4993659
Grand Rapids,United States,Michigan,4994358
Grandville,United States,Michigan,4994391
Grosse Pointe Woods,United States,Michigan,4994871
Hamtramck,United States,Michigan,4995197
Haslett,United States,Michigan,4995514
Hazel Park,United States,Michigan,4995664
Holland,United States,Michigan,4996248
Holt,United States,Michigan,4996306
Iron River,United States,Michigan,4997238
Jackson,United States,Michigan,4997384
Jenison,United States,Michigan,4997500
Kalamazoo,United States,Michigan,4997787
Kentwood,United States,Michigan,4998018
Lansing,United States,Michigan,4998830
Lincoln Park,United States,Michigan,4999311
Livonia,United States,Michigan,4999837
Madison Heights,United States,Michigan,5000500
Marquette,United States,Michigan,5000947
Midland,United States,Michigan,5001929
Monroe,United States,Michigan,5002344
Mount Clemens,United States,Michigan,5002656
Mount Pleasant,United States,Michigan,5002714
Muskegon,United States,Michigan,5003132
Norton Shores,United States,Michigan,5004005
Novi,United States,Michigan,5004062
Oak Park,United States,Michigan,5004188
Okemos,United States,Michigan,5004359
Owosso,United States,Michigan,5004792
Pontiac,United States,Michigan,5006166
Port Huron,United States,Michigan,5006233
Portage,United States,Michigan,5006250
Redford,United States,Michigan,5006917
Rochester Hills,United States,Michigan,5007402
Romulus,United States,Michigan,5007531
Roseville,United States,Michigan,5007655
Royal Oak,United States,Michigan,5007804
Saginaw,United States,Michigan,5007989
Shelby,United States,Michigan,5009586
Southfield,United States,Michigan,5010636
Southgate,United States,Michigan,5010646
Saint Clair Shores,United States,Michigan,5010978
Sterling Heights,United States,Michigan,5011148
Taylor,United States,Michigan,5011908
Trenton,United States,Michigan,5012521
Troy,United States,Michigan,5012639
Walker,United States,Michigan,5013924
Warren,United States,Michigan,5014051
Waterford,United States,Michigan,5014130
Waverly,United States,Michigan,5014208
Wayne,United States,Michigan,5014224
Westland,United States,Michigan,5014681
Wyandotte,United States,Michigan,5015599
Wyoming,United States,Michigan,5015618
Ypsilanti,United States,Michigan,5015688
Albert Lea,United States,Minnesota,5016024
Andover,United States,Minnesota,5016374
Anoka,United States,Minnesota,5016450
Apple Valley,United States,Minnesota,5016494
Austin,United States,Minnesota,5016884
Blaine,United States,Minnesota,5018651
Bloomington,United States,Minnesota,5018739
Brooklyn Center,United States,Minnesota,5019330
Brooklyn Park,United States,Minnesota,5019335
Buffalo,United States,Minnesota,5019588
Burnsville,United States,Minnesota,5019767
Champlin,United States,Minnesota,5020859
Chanhassen,United States,Minnesota,5020881
Chaska,United States,Minnesota,5020938
Columbia Heights,United States,Minnesota,5021828
Coon Rapids,United States,Minnesota,5022025
Cottage Grove,United States,Minnesota,5022134
Crystal,United States,Minnesota,5023571
Duluth,United States,Minnesota,5024719
Eagan,United States,Minnesota,5024825
Eden Prairie,United States,Minnesota,5025219
Edina,United States,Minnesota,5025264
Elk River,United States,Minnesota,5025471
Faribault,United States,Minnesota,5026291
Farmington,United States,Minnesota,5026321
Forest Lake,United States,Minnesota,5027117
Fridley,United States,Minnesota,5027482
Golden Valley,United States,Minnesota,5028163
Ham Lake,United States,Minnesota,5029181
Hastings,United States,Minnesota,5029500
Hibbing,United States,Minnesota,5030005
Hopkins,United States,Minnesota,5030670
Inver Grove Heights,United States,Minnesota,5031412
Lakeville,United States,Minnesota,5034059
Lino Lakes,United States,Minnesota,5034767
Mankato,United States,Minnesota,5036420
Maple Grove,United States,Minnesota,5036493
Maplewood,United States,Minnesota,5036588
Minneapolis,United States,Minnesota,5037649
Minnetonka,United States,Minnesota,5037784
Minnetonka Mills,United States,Minnesota,5037790
Moorhead,United States,Minnesota,5038108
New Brighton,United States,Minnesota,5039080
New Hope,United States,Minnesota,5039094
Northfield,United States,Minnesota,5039675
Oakdale,United States,Minnesota,5039978
Owatonna,United States,Minnesota,5040647
Plymouth,United States,Minnesota,5041926
Prior Lake,United States,Minnesota,5042373
Ramsey,United States,Minnesota,5042561
Red Wing,United States,Minnesota,5042773
Richfield,United States,Minnesota,5043193
Rochester,United States,Minnesota,5043473
Rosemount,United States,Minnesota,5043779
Roseville,United States,Minnesota,5043799
Saint Cloud,United States,Minnesota,5044407
Saint Louis Park,United States,Minnesota,5045021
Saint Michael,United States,Minnesota,5045258
Saint Paul,United States,Minnesota,5045360
Sartell,United States,Minnesota,5046001
Savage,United States,Minnesota,5046063
Shakopee,United States,Minnesota,5046997
Shoreview,United States,Minnesota,5047234
South Saint Paul,United States,Minnesota,5048033
Stillwater,United States,Minnesota,5048814
West Coon Rapids,United States,Minnesota,5052361
West Saint Paul,United States,Minnesota,5052467
White Bear Lake,United States,Minnesota,5052658
Willmar,United States,Minnesota,5052916
Winona,United States,Minnesota,5053156
Woodbury,United States,Minnesota,5053358
Kirksville,United States,Missouri,5055787
Fargo,United States,North Dakota,5059163
Grand Forks,United States,North Dakota,5059429
Jamestown,United States,North Dakota,5059836
West Fargo,United States,North Dakota,5062458
Bellevue,United States,Nebraska,5063805
Columbus,United States,Nebraska,5066001
Fremont,United States,Nebraska,5068725
Grand Island,United States,Nebraska,5069297
Hastings,United States,Nebraska,5069802
Kearney,United States,Nebraska,5071348
La Vista,United States,Nebraska,5071665
Lincoln,United States,Nebraska,5072006
Norfolk,United States,Nebraska,5073965
Omaha,United States,Nebraska,5074472
Papillion,United States,Nebraska,5074792
Bedford,United States,New Hampshire,5083221
Concord,United States,New Hampshire,5084868
Derry,United States,New Hampshire,5085374
Derry Village,United States,New Hampshire,5085382
Dover,United States,New Hampshire,5085520
East Concord,United States,New Hampshire,5085688
Keene,United States,New Hampshire,5088262
Laconia,United States,New Hampshire,5088438
Manchester,United States,New Hampshire,5089178
Merrimack,United States,New Hampshire,5089478
Nashua,United States,New Hampshire,5090046
Portsmouth,United States,New Hampshire,5091383
Rochester,United States,New Hampshire,5091872
Salem,United States,New Hampshire,5092268
Asbury Park,United States,New Jersey,5095281
Avenel,United States,New Jersey,5095325
Bayonne,United States,New Jersey,5095445
Belleville,United States,New Jersey,5095549
Bergenfield,United States,New Jersey,5095611
Bloomfield,United States,New Jersey,5095779
Carteret,United States,New Jersey,5096316
Cliffside Park,United States,New Jersey,5096686
Clifton,United States,New Jersey,5096699
Colonia,United States,New Jersey,5096798
Cranford,United States,New Jersey,5097017
Dover,United States,New Jersey,5097315
Dumont,United States,New Jersey,5097357
East Brunswick,United States,New Jersey,5097402
East Orange,United States,New Jersey,5097441
Edison,United States,New Jersey,5097529
Elizabeth,United States,New Jersey,5097598
Elmwood Park,United States,New Jersey,5097627
Englewood,United States,New Jersey,5097672
Ewing,United States,New Jersey,5097751
Fair Lawn,United States,New Jersey,5097773
Fords,United States,New Jersey,5098109
Fort Lee,United States,New Jersey,5098135
Garfield,United States,New Jersey,5098343
Hackensack,United States,New Jersey,5098706
Hawthorne,United States,New Jersey,5098909
Hillside,United States,New Jersey,5099093
Hoboken,United States,New Jersey,5099133
Hopatcong,United States,New Jersey,5099289
Hopatcong Hills,United States,New Jersey,5099292
Irvington,United States,New Jersey,5099724
Iselin,United States,New Jersey,5099738
Jersey City,United States,New Jersey,5099836
Kearny,United States,New Jersey,5099967
Lakewood,United States,New Jersey,5100280
Linden,United States,New Jersey,5100506
Livingston,United States,New Jersey,5100572
Lodi,United States,New Jersey,5100604
Long Branch,United States,New Jersey,5100619
Lyndhurst,United States,New Jersey,5100706
Madison,United States,New Jersey,5100748
Mahwah,United States,New Jersey,5100776
Maplewood,United States,New Jersey,5100854
Marlboro,United States,New Jersey,5100886
Montclair,United States,New Jersey,5101334
Morristown,United States,New Jersey,5101427
New Brunswick,United States,New Jersey,5101717
New Milford,United States,New Jersey,5101766
Newark,United States,New Jersey,5101798
North Arlington,United States,New Jersey,5101873
North Bergen,United States,New Jersey,5101879
North Plainfield,United States,New Jersey,5101938
Nutley,United States,New Jersey,5102076
Old Bridge,United States,New Jersey,5102162
Orange,United States,New Jersey,5102213
Palisades Park,United States,New Jersey,5102369
Paramus,United States,New Jersey,5102387
Parsippany,United States,New Jersey,5102427
Passaic,United States,New Jersey,5102443
Paterson,United States,New Jersey,5102466
Perth Amboy,United States,New Jersey,5102578
Piscataway,United States,New Jersey,5102713
